Suburb,Address,Rooms,Price,Method,SellerG,Date,Postcode,Bathroom,Car,CouncilArea,Lattitude,Longtitude,Propertycount,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,PropertyAge,AgeGroup,AgeGroup_enc,Distance_scaled,Landsize_scaled,price_per_room,price_per_sqm,room_area_score,Landsize_log
Abbotsford,78 Yarra St,3,1176500.0,S,LITTLE,2016-07-16,3067,1.0,1.0,Yarra,-37.8021,144.9965,4019.0,False,False,False,True,False,False,False,False,False,128.0,Heritage,3,-1.3014849810054607,-0.7599767395328353,392166.6666666667,11204.761904761905,315.0,4.9344739331306915
Abbotsford,196 Nicholson St,3,955000.0,S,Collins,2016-09-17,3067,1.0,0.0,Yarra,-37.8022,144.9975,4019.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-1.3014849810054607,-0.6559684662893407,318333.3333333333,6631.944444444444,432.0,5.214935757608986
Abbotsford,42 Valiant St,2,890000.0,S,Biggin,2016-09-17,3067,1.0,1.0,Yarra,-37.8011,145.0004,4019.0,False,False,False,True,False,False,False,False,False,33.0,Established,2,-1.3014849810054607,-0.7322412000012367,445000.0,12191.780821917808,146.0,5.017279836814924
Abbotsford,3/72 Charles St,4,1330000.0,PI,Kay,2017-03-18,3067,2.0,2.0,Yarra,-37.8073,144.9952,4019.0,False,False,False,True,False,False,False,False,False,118.0,Heritage,3,-1.3014849810054607,0.7238746254076881,332500.0,9851.851851851852,540.0,6.660575149839686
Abbotsford,13/11 Nicholson St,3,900000.0,S,Beller,2017-03-18,3067,2.0,2.0,Yarra,-37.8093,144.9959,4019.0,True,False,False,True,False,False,False,False,False,8.0,Recent,1,-1.3014849810054607,-1.078935444146219,300000.0,6923.076923076923,390.0,0.0
Abbotsford,138/56 Nicholson St,3,1090000.0,S,Jellis,2017-03-18,3067,2.0,2.0,Yarra,-37.8078,144.9965,4019.0,False,True,False,True,False,False,False,False,False,43.0,Established,2,-1.3014849810054607,5.762104720171351,363333.3333333333,40370.37037037037,81.0,7.993224913417257
Abbotsford,6/219 Nicholson St,2,500000.0,S,Collins,2016-06-18,3067,1.0,1.0,Yarra,-37.8015,144.9972,4019.0,False,True,False,True,False,False,False,False,False,48.0,Established,2,-1.3014849810054607,-1.078935444146219,250000.0,8333.333333333334,120.0,0.0
Abbotsford,52a William St,2,1100000.0,PI,Biggin,2016-06-18,3067,2.0,1.0,Yarra,-37.8079,144.9977,4019.0,False,False,False,True,False,False,False,False,False,5.0,New,0,-1.3014849810054607,-0.792334868986367,550000.0,8148.148148148148,270.0,4.8283137373023015
Abbotsford,49 Park St,2,1315000.0,S,Marshall,2016-11-19,3067,1.0,0.0,Yarra,-37.808,144.994,4019.0,False,False,False,True,False,False,False,False,False,118.0,Heritage,3,-1.3014849810054607,-0.7391750848841363,657500.0,15470.588235294117,170.0,4.997212273764115
Abbotsford,5/20 Abbotsford St,1,426000.0,SP,Greg,2016-08-22,3067,1.0,1.0,Yarra,-37.8016,144.9988,4019.0,False,True,False,True,False,False,False,False,False,43.0,Established,2,-1.3014849810054607,-1.078935444146219,426000.0,5680.0,75.0,0.0
Abbotsford,48 Abbotsford St,3,1447500.0,PI,Nelson,2016-08-22,3067,3.0,1.0,Yarra,-37.8017,145.0001,4019.0,False,False,False,True,False,False,False,False,False,6.0,Recent,1,-1.3014849810054607,-0.695260480625772,482500.0,8318.965517241379,522.0,5.117993812416755
Abbotsford,116/56 Nicholson St,1,457000.0,S,Jellis,2016-08-22,3067,1.0,1.0,Yarra,-37.8078,144.9965,4019.0,False,True,False,True,False,False,False,False,False,43.0,Established,2,-1.3014849810054607,-1.078935444146219,457000.0,9140.0,50.0,0.0
Abbotsford,159 Park St,2,1135000.0,S,Nelson,2016-08-22,3067,2.0,2.0,Yarra,-37.8005,144.9952,4019.0,False,False,False,True,False,False,False,False,False,98.0,Heritage,3,-1.3014849810054607,-0.8524285379714972,567500.0,8867.1875,256.0,4.59511985013459
Abbotsford,31 Turner St,4,1542000.0,S,Collins,2016-09-24,3067,3.0,1.0,Yarra,-37.7994,144.9965,4019.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-1.3014849810054607,-1.078935444146219,385500.0,10708.333333333334,576.0,0.0
Abbotsford,166 Gipps St,3,1290000.0,S,Biggin,2017-02-25,3067,2.0,2.0,Yarra,-37.805,144.9943,4019.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-1.3014849810054607,-0.7391750848841363,430000.0,71666.66666666667,54.0,4.997212273764115
Abbotsford,60 Stafford St,3,1290000.0,S,Biggin,2017-02-25,3067,1.0,1.0,Yarra,-37.8007,144.9958,4019.0,False,False,False,True,False,False,False,False,False,68.0,Heritage,3,-1.3014849810054607,-0.6906378907038389,430000.0,10403.225806451614,372.0,5.1298987149230735
Abbotsford,11/205 Gipps St,1,470000.0,S,Nelson,2016-07-26,3067,1.0,1.0,Yarra,-37.8055,144.9961,4019.0,False,True,False,True,False,False,False,False,False,5.0,New,0,-1.3014849810054607,-1.078935444146219,470000.0,9400.0,50.0,0.0
Abbotsford,47 Studley St,2,1180000.0,S,Jellis,2016-11-27,3067,1.0,0.0,Yarra,-37.8016,144.9956,4019.0,False,False,False,True,False,False,False,False,False,118.0,Heritage,3,-1.3014849810054607,-0.7045056604696381,590000.0,12967.032967032967,182.0,5.093750200806762
Abbotsford,45 Yarra St,3,1195000.0,SP,Jellis,2016-11-27,3067,2.0,1.0,Yarra,-37.8022,144.9954,4019.0,False,False,False,True,False,False,False,False,False,20.0,Recent,1,-1.3014849810054607,-0.8015800488302331,398333.3333333333,9335.9375,384.0,4.795790545596741
Abbotsford,200 Nicholson St,2,1012500.0,S,Nelson,2016-05-28,3067,1.0,0.0,Yarra,-37.8021,144.9976,4019.0,False,False,False,True,False,False,False,False,False,118.0,Heritage,3,-1.3014849810054607,-0.6582797612503072,506250.0,12347.560975609756,164.0,5.209486152841421
Abbotsford,27 Charles St,2,1030000.0,S,Biggin,2016-07-30,3067,1.0,1.0,Yarra,-37.8086,144.9946,4019.0,False,False,False,True,False,False,False,False,False,88.0,Heritage,3,-1.3014849810054607,-0.6813927108599727,515000.0,12716.04938271605,162.0,5.153291594497779
Airport West,154 Halsey Rd,3,840000.0,PI,Nelson,2016-09-03,3042,2.0,1.0,Moonee Valley,-37.718,144.878,3464.0,True,False,False,False,False,False,False,True,False,2.0,New,0,0.5729264348369986,-0.37861307097335495,280000.0,3733.3333333333335,675.0,5.717027701406222
Airport West,50 Bedford St,3,730000.0,VB,Nelson,2016-12-03,3042,2.0,1.0,Moonee Valley,-37.7203,144.8755,3464.0,False,False,False,False,False,False,False,True,False,53.0,Heritage,3,0.5729264348369986,-1.078935444146219,243333.33333333334,5034.482758620689,435.0,0.0
Airport West,50 Bedford St,3,770000.0,SP,Nelson,2017-03-04,3042,2.0,1.0,Moonee Valley,-37.7203,144.8755,3464.0,False,False,False,False,False,False,False,True,False,53.0,Heritage,3,0.5729264348369986,-1.078935444146219,256666.66666666666,5310.3448275862065,435.0,0.0
Airport West,23 Hart St,2,603000.0,S,Nelson,2017-03-04,3042,1.0,1.0,Moonee Valley,-37.7294,144.888,3464.0,False,False,False,False,False,False,False,True,False,68.0,Heritage,3,0.5729264348369986,-0.45026321476331793,301500.0,7178.571428571428,168.0,5.60947179518496
Airport West,1/80 Hawker St,3,700000.0,S,Brad,2017-03-04,3042,2.0,2.0,Moonee Valley,-37.7218,144.8837,3464.0,True,False,False,False,False,False,False,True,False,9.0,Recent,1,0.5729264348369986,-0.526535948475214,233333.33333333334,5223.880597014925,402.0,5.480638923341991
Airport West,1/37 Hillside Gr,3,600000.0,S,Maddison,2017-03-04,3042,1.0,1.0,Moonee Valley,-37.7273,144.8744,3464.0,False,False,False,False,False,False,False,True,False,38.0,Established,2,0.5729264348369986,-0.40865990546592007,200000.0,5172.413793103448,348.0,5.673323267171493
Airport West,2/49 McIntosh St,2,500000.0,VB,Barry,2017-03-04,3042,1.0,1.0,Moonee Valley,-37.7215,144.8864,3464.0,False,True,False,False,False,False,False,True,False,7.0,Recent,1,0.5729264348369986,-0.6906378907038389,250000.0,5813.953488372093,172.0,5.1298987149230735
Airport West,54 Marshall Rd,3,720000.0,S,Barry,2016-08-06,3042,1.0,1.0,Moonee Valley,-37.7173,144.8872,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.35406743165304055,240000.0,5000.0,432.0,6.431331081933479
Airport West,36 Roberts Rd,4,785000.0,S,Considine,2016-08-06,3042,1.0,2.0,Moonee Valley,-37.7259,144.8792,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.30090764755080995,196250.0,6181.102362204724,508.0,6.393590753950631
Airport West,11 Harrington Rd,6,725000.0,SP,Barry,2016-05-07,3042,3.0,2.0,Moonee Valley,-37.7239,144.8735,3464.0,False,False,False,False,False,False,False,True,False,38.0,Established,2,0.5729264348369986,1.1768884377571314,120833.33333333333,3897.8494623655915,1116.0,6.884486652042782
Airport West,2/252 Parer Rd,2,450000.0,S,Barry,2016-05-07,3042,1.0,1.0,Moonee Valley,-37.7216,144.871,3464.0,True,False,False,False,False,False,False,True,False,3.0,New,0,0.5729264348369986,-0.8246929984398986,225000.0,5000.0,180.0,4.709530201312334
Airport West,3/19 Hart St,2,515000.0,S,Barry,2016-11-07,3042,1.0,1.0,Moonee Valley,-37.7298,144.8883,3464.0,False,True,False,False,False,False,False,True,False,5.0,New,0,0.5729264348369986,-0.7530428546499356,257500.0,7054.7945205479455,146.0,4.955827057601261
Airport West,2/62 Clydesdale Rd,2,530000.0,S,Nelson,2016-09-10,3042,1.0,1.0,Moonee Valley,-37.7234,144.8792,3464.0,False,True,False,False,False,False,False,True,False,6.0,Recent,1,0.5729264348369986,-0.8015800488302331,265000.0,5638.297872340426,188.0,4.795790545596741
Airport West,3 Deidre Ct,3,895000.0,PI,Rendina,2016-09-10,3042,1.0,6.0,Moonee Valley,-37.7249,144.8728,3464.0,False,False,False,False,False,False,False,True,False,43.0,Established,2,0.5729264348369986,1.377971099361221,298333.3333333333,6729.3233082706765,399.0,6.96979066990159
Airport West,13 Etzel St,3,805000.0,S,Nelson,2016-12-10,3042,1.0,1.0,Moonee Valley,-37.7217,144.8783,3464.0,False,False,False,False,False,False,False,True,False,68.0,Heritage,3,0.5729264348369986,-1.078935444146219,268333.3333333333,7666.666666666667,315.0,0.0
Airport West,1/43 Cameron St,3,752000.0,S,Nelson,2017-02-11,3042,1.0,1.0,Moonee Valley,-37.7302,144.8855,3464.0,False,True,False,False,False,False,False,True,False,25.0,Established,2,0.5729264348369986,-0.46644227949008377,250666.66666666666,5784.615384615385,390.0,5.583496308781699
Airport West,145a Victory Rd,2,440000.0,S,Barry,2016-08-13,3042,1.0,1.0,Moonee Valley,-37.7177,144.8787,3464.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,0.5729264348369986,-0.6351668116406417,220000.0,5866.666666666667,150.0,5.262690188904886
Airport West,241 Parer Rd,5,755000.0,PI,Propertyau,2016-05-14,3042,2.0,2.0,Moonee Valley,-37.7248,144.8699,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.2985963525898434,151000.0,5243.055555555556,720.0,6.391917113392602
Airport West,2/40 Earl St,3,700000.0,PI,Brad,2016-10-15,3042,2.0,2.0,Moonee Valley,-37.727,144.887,3464.0,True,False,False,False,False,False,False,True,False,9.0,Recent,1,0.5729264348369986,-0.6975717755867386,233333.33333333334,5263.1578947368425,399.0,5.111987788356544
Airport West,180 Parer Rd,3,830000.0,S,Barry,2016-04-16,3042,1.0,2.0,Moonee Valley,-37.7186,144.876,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,1.1653319629522987,276666.6666666667,7345.132743362832,339.0,6.879355804460439
Airport West,4/54 Hawker St,2,462500.0,S,Barry,2016-07-16,3042,1.0,1.0,Moonee Valley,-37.7218,144.8863,3464.0,False,True,False,False,False,False,False,True,False,15.0,Recent,1,0.5729264348369986,-0.699883070547705,231250.0,6166.666666666667,150.0,5.10594547390058
Airport West,43 Hillside Gr,3,670000.0,SP,Barry,2016-07-16,3042,2.0,2.0,Moonee Valley,-37.7269,144.8742,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.43958534520880277,223333.33333333334,4652.777777777777,432.0,6.489204931325317
Airport West,174 Parer Rd,2,675000.0,S,Barry,2016-07-16,3042,1.0,1.0,Moonee Valley,-37.7187,144.8765,3464.0,False,False,False,False,False,False,False,True,False,43.0,Established,2,0.5729264348369986,0.33557707196530817,337500.0,6750.0,200.0,6.418364935936212
Airport West,138 Victory Rd,3,1042000.0,S,Nelson,2016-07-16,3042,2.0,5.0,Moonee Valley,-37.7173,144.8796,3464.0,False,False,False,False,False,False,False,True,False,68.0,Heritage,3,0.5729264348369986,0.33557707196530817,347333.3333333333,5988.505747126437,522.0,6.418364935936212
Airport West,75 King St,3,910000.0,S,McDonald,2016-09-17,3042,1.0,1.0,Moonee Valley,-37.7231,144.8835,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.7123181506028554,303333.3333333333,6319.444444444444,432.0,6.654152520183219
Airport West,6 Kittyhawk St,4,773000.0,S,Brad,2016-09-17,3042,3.0,4.0,Moonee Valley,-37.7263,144.8679,3464.0,False,False,False,False,False,False,False,True,False,38.0,Established,2,0.5729264348369986,0.14836218012701782,193250.0,2501.6181229773465,1236.0,6.2766434893416445
Airport West,478 Fullarton Rd,3,810000.0,PI,Barry,2017-03-18,3042,3.0,2.0,Moonee Valley,-37.7285,144.8694,3464.0,False,False,False,False,False,False,False,True,False,38.0,Established,2,0.5729264348369986,0.20383325919021497,270000.0,4218.75,576.0,6.320768294250582
Airport West,144 Marshall Rd,3,715000.0,S,Rendina,2017-03-18,3042,2.0,2.0,Moonee Valley,-37.7164,144.8792,3464.0,False,False,False,False,False,False,False,True,False,23.0,Established,2,0.5729264348369986,-0.10356897061833584,238333.33333333334,5674.603174603175,378.0,6.0473721790462776
Airport West,106 Parer Rd,3,790000.0,S,Nelson,2017-03-18,3042,1.0,3.0,Moonee Valley,-37.7194,144.8827,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.34019966188724127,263333.3333333333,5486.111111111111,432.0,6.421622267806518
Airport West,3/7 South Rd,3,540000.0,SP,Nelson,2016-06-18,3042,2.0,1.0,Moonee Valley,-37.7231,144.8802,3464.0,True,False,False,False,False,False,False,True,False,8.0,Recent,1,0.5729264348369986,-0.7068169554306047,180000.0,5346.534653465346,303.0,5.087596335232384
Airport West,37 North St,3,825000.0,SP,Barry,2016-11-19,3042,2.0,1.0,Moonee Valley,-37.72,144.8776,3464.0,True,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,-0.4017260205830204,275000.0,8088.235294117647,306.0,5.683579767338681
Airport West,10 Hilbert Rd,3,685000.0,S,Barry,2016-05-22,3042,1.0,1.0,Moonee Valley,-37.7226,144.8733,3464.0,False,False,False,False,False,False,False,True,False,43.0,Established,2,0.5729264348369986,0.2593043382534121,228333.33333333334,6061.946902654868,339.0,6.363028103540465
Airport West,110 Halsey Rd,3,805000.0,S,Barry,2016-08-22,3042,1.0,1.0,Moonee Valley,-37.7184,144.882,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.3610013165359402,268333.3333333333,5590.277777777777,432.0,6.436150368369428
Airport West,2/13 North St,2,510000.0,S,Nelson,2016-08-22,3042,1.0,1.0,Moonee Valley,-37.7202,144.8797,3464.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,0.5729264348369986,-0.7530428546499356,255000.0,6710.526315789473,152.0,4.955827057601261
Airport West,105a Victory Rd,3,612000.0,S,Nelson,2016-08-22,3042,2.0,1.0,Moonee Valley,-37.7181,144.8824,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,-0.5889409124213107,204000.0,4250.0,432.0,5.3612921657094255
Airport West,117 Marshall Rd,3,662000.0,S,Brad,2016-04-23,3042,1.0,2.0,Moonee Valley,-37.7169,144.8815,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.33557707196530817,220666.66666666666,4597.222222222223,432.0,6.418364935936212
Airport West,34 Moorna Dr,4,978000.0,S,Nelson,2016-09-24,3042,3.0,2.0,Moonee Valley,-37.7263,144.869,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.15067347508798437,244500.0,6791.666666666667,576.0,6.278521424165844
Airport West,33 North St,3,720000.0,PI,Nelson,2017-02-25,3042,1.0,1.0,Moonee Valley,-37.72,144.878,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.2731721080192114,240000.0,5000.0,432.0,6.373319789577012
Airport West,49 Roberts Rd,4,765000.0,S,Prof.,2016-11-27,3042,1.0,2.0,Moonee Valley,-37.7261,144.8785,3464.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,0.5729264348369986,0.09751369098575378,191250.0,5312.5,576.0,6.234410725718371
Airport West,85 Roberts Rd,4,900000.0,S,Harcourts,2016-11-27,3042,2.0,3.0,Moonee Valley,-37.7256,144.8739,3464.0,False,False,False,False,False,False,False,True,False,43.0,Established,2,0.5729264348369986,0.37255779134077294,225000.0,6164.3835616438355,584.0,6.444131256700441
Albert Park,105 Kerferd Rd,2,1275000.0,S,hockingstuart,2016-09-03,3206,1.0,0.0,Port Phillip,-37.8459,144.9555,3280.0,False,False,False,False,False,False,True,False,False,118.0,Heritage,3,-1.165164150762373,-0.8015800488302331,637500.0,15548.780487804877,164.0,4.795790545596741
Albert Park,85 Richardson St,2,1455000.0,S,Thomson,2016-09-03,3206,1.0,0.0,Port Phillip,-37.845,144.9538,3280.0,False,False,False,False,False,False,True,False,False,58.0,Heritage,3,-1.165164150762373,-0.7114395453525378,727500.0,10104.166666666666,288.0,5.075173815233827
Albert Park,112 Beaconsfield Pde,3,2850000.0,PI,Buxton,2017-03-04,3206,2.0,0.0,Port Phillip,-37.8481,144.9499,3280.0,False,False,False,False,False,False,True,False,False,128.0,Heritage,3,-1.165164150762373,-0.5912522073822774,950000.0,14393.939393939394,594.0,5.356586274672012
Albert Park,94 Graham St,3,1850000.0,S,Greg,2017-03-04,3206,2.0,0.0,Port Phillip,-37.8452,144.9488,3280.0,False,False,False,False,False,False,True,False,False,128.0,Heritage,3,-1.165164150762373,-0.7830896891425008,616666.6666666666,13909.774436090225,399.0,4.859812404361672
Albert Park,396 Montague St,2,1436000.0,S,RT,2017-03-04,3206,1.0,0.0,Port Phillip,-37.8431,144.9565,3280.0,False,False,False,False,False,False,True,False,False,118.0,Heritage,3,-1.165164150762373,-0.7784670992205677,718000.0,17728.395061728395,162.0,4.875197323201151
Albert Park,75 Graham St,2,1110000.0,S,Marshall,2016-08-06,3206,1.0,0.0,Port Phillip,-37.8444,144.9484,3280.0,False,False,False,False,False,False,True,False,False,118.0,Heritage,3,-1.165164150762373,-0.7391750848841363,555000.0,7708.333333333333,288.0,4.997212273764115
Albert Park,54 Brooke St,2,1550000.0,S,Sotheby's,2016-05-07,3206,1.0,1.0,Port Phillip,-37.8405,144.9521,3280.0,False,False,False,False,False,False,True,False,False,58.0,Heritage,3,-1.165164150762373,-0.6929491856648055,775000.0,10763.888888888889,288.0,5.123963979403259
Albert Park,104 Richardson St,4,2300000.0,S,Marshall,2016-05-07,3206,2.0,1.0,Port Phillip,-37.8447,144.9523,3280.0,False,False,False,False,False,False,True,False,False,138.0,Heritage,3,-1.165164150762373,-0.725307315118337,575000.0,12777.777777777777,720.0,5.0369526024136295
Albert Park,4a Mills St,3,1550000.0,VB,Marshall,2016-11-07,3206,2.0,2.0,Port Phillip,-37.8443,144.9598,3280.0,True,False,False,False,False,False,True,False,False,13.0,Recent,1,-1.165164150762373,0.5805743378277621,516666.6666666667,11923.076923076924,390.0,6.577861357721047
Albert Park,1 Moubray St,3,1800000.0,VB,Greg,2016-11-07,3206,2.0,1.0,Port Phillip,-37.8415,144.952,3280.0,False,False,False,False,False,False,True,False,False,22.0,Established,2,-1.165164150762373,-0.7738445092986346,600000.0,11320.754716981131,477.0,4.890349128221754
Albert Park,29 Faussett St,2,2120000.0,S,Greg,2016-09-10,3206,1.0,1.0,Port Phillip,-37.8422,144.9554,3280.0,False,False,False,False,False,False,True,False,False,118.0,Heritage,3,-1.165164150762373,-0.6189877469138759,1060000.0,19813.084112149532,214.0,5.298317366548036
Albert Park,3 Herbert St,3,1800000.0,VB,Cayzer,2016-09-10,3206,1.0,1.0,Port Phillip,-37.8443,144.9579,3280.0,False,False,False,False,False,False,True,False,False,58.0,Heritage,3,-1.165164150762373,-0.49417781902168234,600000.0,12500.0,432.0,5.537334267018537
Albert Park,24 Kerferd Pl,3,1800000.0,S,Marshall,2016-09-10,3206,2.0,1.0,Port Phillip,-37.8421,144.9571,3280.0,False,False,False,False,False,False,True,False,False,118.0,Heritage,3,-1.165164150762373,-0.8709188976592296,600000.0,14754.098360655738,366.0,4.51085950651685
Albert Park,44 Draper St,2,1810000.0,PI,Greg,2016-12-10,3206,1.0,0.0,Port Phillip,-37.8379,144.9539,3280.0,False,False,False,False,False,False,True,False,False,58.0,Heritage,3,-1.165164150762373,-0.5242246535142474,905000.0,12569.444444444445,288.0,5.484796933490655
Albert Park,2 Dundas Pl,3,2615000.0,S,Cayzer,2016-12-10,3206,2.0,1.0,Port Phillip,-37.8415,144.9585,3280.0,False,False,False,False,False,False,True,False,False,138.0,Heritage,3,-1.165164150762373,-0.66983623605514,871666.6666666666,14447.513812154697,543.0,5.181783550292085
Albert Park,23 Finlay St,5,2100000.0,S,Greg,2016-12-10,3206,2.0,1.0,Port Phillip,-37.8436,144.9557,3280.0,False,False,False,False,False,False,True,False,False,58.0,Heritage,3,-1.165164150762373,-0.5311585383971471,420000.0,14583.333333333334,720.0,5.472270673671475
Albert Park,31 Richardson St,3,1300000.0,S,hockingstuart,2016-12-10,3206,1.0,0.0,Port Phillip,-37.8422,144.94899999999996,3280.0,False,False,False,False,False,False,True,False,False,58.0,Heritage,3,-1.165164150762373,-0.7807783941815342,433333.3333333333,9027.777777777777,432.0,4.867534450455582
